"","W1H_BRDG.result","W1H_BRDG.count","W1H_BRDG.sd","W1H_BLDG.result","W1H_BLDG.count","W1H_BLDG.sd","W1H_LDFL.result","W1H_LDFL.count","W1H_LDFL.sd","W1H_LOG.result","W1H_LOG.count","W1H_LOG.sd","W1H_MINE.result","W1H_MINE.count","W1H_MINE.sd","W1H_ORVY.result","W1H_ORVY.count","W1H_ORVY.sd","W1H_PARK.result","W1H_PARK.count","W1H_PARK.sd","W1H_PSTR.result","W1H_PSTR.count","W1H_PSTR.sd","W1H_PVMT.result","W1H_PVMT.count","W1H_PVMT.sd","W1H_PIPE.result","W1H_PIPE.count","W1H_PIPE.sd","W1H_ROAD.result","W1H_ROAD.count","W1H_ROAD.sd","W1H_CROP.result","W1H_CROP.count","W1H_CROP.sd","W1H_VEGM.result","W1H_VEGM.count","W1H_VEGM.sd","W1H_WALL.result","W1H_WALL.count","W1H_WALL.sd","W1_HALL_EMAP.result","W1_HALL_SWAMP.result"
"911S00538 2009-05-05",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"911S01818 2009-05-06",0,11,0,0.0757727272727273,11,0.345291576392001,0.0606363636363636,11,0.402216133666737,0,11,0,0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0.469909090909091,11,0.389350694922153,0,11,0,0,11,0,0,11,0,0.136409090909091,0.136409090909091
"911S02058 2009-05-05",0,11,0,0,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"911S03354 2009-05-05",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"911S04086 2009-05-06",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"911TJPC2 2010-04-27",0,10,0,0.2584,10,0.69599916985902,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,1.4,10,0.632455532033676,0.10005,10,0.322191609656945,0,10,0,0.5419,10,0.573553019926377,0,10,0,0,10,0,0.0667,10,0.281231893244308,0.2584,0.2584
"911TJPC2 2010-05-24",0,11,0,0,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,1,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"911TJPC2 2010-06-14",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,0
"911TJPC2 2010-07-01",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,0
"911TJPC2 2010-07-19",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"LALT500 2009-06-22",0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.212227272727273,11,0.449691308262982,0.204545454545455,11,0.970004686024295,0.272727272727273,11,1.21355975243384,0,11,0,0,11,0,1.5,11,0,0.0303181818181818,0.0303181818181818
"LALT500 2010-07-15",0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0.3335,11,0,0.0606363636363636,11,0.269814784957789,0,11,0,0.924272727272727,11,0.345142394856489,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,1.5,11,0,0.0909545454545455,0.0909545454545455
"LALT501 2010-07-15",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,1.5,1.5
"LALT-501 2009-06-22",0,11,0,0.3335,11,0,0.477272727272727,11,0.756787468664269,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,1.5,11,0,0.810772727272727,0.810772727272727
"LALT502 2009-06-22",0.136363636363636,11,0.904534033733291,0.606363636363636,11,0.402216133666737,0.340909090909091,11,0.78334945180064,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.757727272727273,11,0.602922277517818,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,1.09090909090909,11,0.404519917477945,0.947272727272727,0.947272727272727
"LALT502 2010-07-15",0.386363636363636,11,1.32972997942508,0,11,0,1.38640909090909,11,0.538675935638825,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,11,0.43132875038547,0,11,0,0,11,0,0,11,0,0,11,0,0.553272727272727,11,0.54932474250417,1.38640909090909,1.38640909090909
"LALT503 2010-07-15",0,11,0,0.454772727272727,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.984863636363636,11,0.100403277744395,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,1.43181818181818,11,0.452267016866645,0.454772727272727,0.454772727272727
"LAR0052 2010-07-08",0,11,0,0,11,0,0.113636363636364,11,0.517862740677313,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.113636363636364,0.113636363636364
"LAR0080 2010-07-08",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"LAR0092 2010-07-27",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181818181818182,11,0.504524979109513,0,0
"LB_RA 2010-05-26",0,11,0,0,11,0,0.280318181818182,11,0.688290966485435,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,1,11,0,0,11,0,0,11,0,1,11,0,0.280318181818182,0.280318181818182
"LB_RA1 2010-05-26",0,11,0,0,11,0,0.591,11,0.607597564182083,0,11,0,0,11,0,0,11,0,0.242545454545455,11,0.311555277453442,0,11,0,1.47727272727273,11,0.150755672288882,0.0303181818181818,11,0.201108066833368,0.984863636363636,11,0.100403277744395,0,11,0,0,11,0,1,11,0,0.591,0.591
"LC_R31 2010-05-25",0,11,0,0.0606363636363636,11,0.269814784957789,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,1,11,0,0,11,0,0,11,0,1,11,0,0.106090909090909,0.106090909090909
"LC_R4 2010-05-25",0,11,0,0.303181818181818,11,0.201108066833368,0.340909090909091,11,1.03132747642849,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,1,11,0,0,11,0,0,11,0,1,11,0,0.644090909090909,0.644090909090909
"LC_R5 2010-05-25",0,11,0,0,11,0,0.75,11,1.5,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0.0454545454545455,11,0.301511344577764,1,11,0,0,11,0,0,11,0,1,11,0,0.75,0.75
"ME-CC 2010-07-12",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0.303181818181818,11,0.467332916180162,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.538,11,0.344547819612895,0.0681818181818182,0.0681818181818182
"ME-CC 2011-07-07",0,11,0,0,11,0,0.409090909090909,11,1.23029929839709,0,11,0,0,11,0,0.242545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.05313636363636,11,0.238954008507533,0.409090909090909,0.409090909090909
"ME-SCR 2011-07-13",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"ME-VR2 2010-07-07",0,11,0,0.0606363636363636,11,0.269814784957789,0.0909090909090909,11,0.404519917477945,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0.3335,11,0,0,11,0,0,11,0,0.3335,11,0,0.151545454545455,0.151545454545455
"ME-VR2 2011-07-06",0,11,0,0.0303181818181818,11,0.201108066833368,0.113636363636364,11,0.517862740677313,0,11,0,0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0.143954545454545,0.143954545454545
"MO2_Mont 2010-06-30",0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,0
"POM_RC 2010-05-28",0,11,0,0.234863636363636,11,0.571647459700311,0.0909090909090909,11,0.404519917477945,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5,11,0,0.136363636363636,11,0.606779876216918,0.909090909090909,11,0.603022689155527,0,11,0,0,11,0,1.5,11,0,0.325772727272727,0.325772727272727
"POM_RD 2010-06-16",0,11,0,0,11,0,0.681818181818182,11,0.80903983495589,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.681818181818182,11,0.452267016866645,0.363636363636364,11,1.08082460102545,0.894045454545455,11,0.22450855420026,0,11,0,0,11,0,1.5,11,0,0.681818181818182,0.681818181818182
"REF-CS 2008-10-22",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,0
"REF-CS 2009-04-29",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"REF-TCAS 2009-04-30",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5,11,0,0,11,0,0,11,0,0,11,0,0,0
"SA_RB 2010-06-02",0,11,0,0,11,0,0.772727272727273,11,0.789130706998069,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.772727272727273,0.772727272727273
"SGLT506 2010-07-06",0,11,0,0.485045454545455,11,0.314774349191752,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.272863636363636,11,0.269814784957789,0,11,0,0,11,0,0.591,11,0.404594859087458,1.98504545454545,1.98504545454545
"SGLT508 2009-05-26",0,11,0,0,11,0,0.272727272727273,11,0.756787468664269,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0.606363636363636,11,0.402216133666737,0,11,0,0,11,0,0,11,0,0.272727272727273,0.272727272727273
"SGUR010 2010-06-18",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SGUR010 2011-06-27",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SGUR103 2010-07-22",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SGUR103 2011-08-03",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SGUT 503 2009-05-08",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.484863636363636,11,0.100403277744395,0,11,0,0,11,0,0,11,0,0,0
"SGUT 503 2010-05-27",0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.0303181818181818,0.0303181818181818
"SGUT501 2010-07-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.288,11,0.301591777076233,0,11,0,0,11,0,0,11,0,0,0
"SGUT502 2009-05-13",0,11,0,0,11,0,0.840909090909091,11,1.25045446283996,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.197045454545455,11,0.389366268324685,0,11,0,0.378909090909091,11,0.396981062062617,0,11,0,0,11,0,0.159090909090909,11,0.560032466591325,0.840909090909091,0.840909090909091
"SGUT502 2010-05-27",0,11,0,0,11,0,0.386363636363636,11,0.753778361444409,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.242454545454545,11,0.479924255387338,0,11,0,0.371272727272727,11,0.70458815823662,0,11,0,0,11,0,0.325772727272727,11,0.672700730434621,0.386363636363636,0.386363636363636
"SGUT502 2011-06-28",0,11,0,0,11,0,0.643954545454545,11,1.26289670634977,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0.272863636363636,11,0.269814784957789,0,11,0,0,11,0,0.234863636363636,11,0.571647459700311,0.643954545454545,0.643954545454545
"SGUT503 2011-07-27",0,11,0,0,11,0,0.409090909090909,11,1.23029929839709,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0606363636363636,11,0.269814784957789,0,11,0,0,11,0,0,11,0,0.409090909090909,0.409090909090909
"SGUT504 2010-07-07",0,11,0,0,11,0,0.340909090909091,11,0.78334945180064,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.363772727272727,11,0.134705132520156,0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0.340909090909091,0.340909090909091
"SGUT505 2010-07-08",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.121272727272727,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"Site 19 2010-07-10",0,11,0,0.454772727272727,11,0.336518161066045,0.681818181818182,11,1.41581971117281,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.242545454545455,11,0.311555277453442,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,1.13659090909091,1.13659090909091
"Site 6 2010-07-08",0.0681818181818182,11,0.452267016866645,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"Site 7 2010-07-06",0.212227272727273,11,0.616585657250696,0,11,0,0.681818181818182,11,1.24681412189045,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0.818181818181818,11,0.710313631113366,0.681818181818182,0.681818181818182
"SJC_C1Alt 2010-06-03",0,11,0,0,11,0,0.909090909090909,11,0.873862897505303,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,11,0.311555277453442,0.704545454545455,11,0.800567980192245,0.939454545454545,11,0.269410265040312,0,11,0,0,11,0,1.33336363636364,11,0.532165404908867,0.909090909090909,0.909090909090909
"SJC_R2 2010-05-25",0,11,0,0,11,0,0.409090909090909,11,1.03132747642849,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0.0454545454545455,11,0.301511344577764,1,11,0,0,11,0,0,11,0,1,11,0,0.409090909090909,0.409090909090909
"SMC00080 2011-06-13",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00105 2009-05-12",0,7,NA,0.0476428571428571,7,NA,0.214285714285714,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0,7,NA,0.107142857142857,7,NA,0,7,NA,0.511928571428571,7,NA,0,7,NA,0,7,NA,0,7,NA,0.261928571428571,0.261928571428571
"SMC00135 2010-06-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00153 2009-06-08",0,11,0,0.0606363636363636,11,0.269814784957789,0.113636363636364,11,0.517862740677313,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0.75,11,1.5,0.181909090909091,11,0.348329389567351,0.174272727272727,0.174272727272727
"SMC00180 2010-06-18",0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.166681818181818,11,0.756534503208845,0.666727272727273,0.666727272727273
"SMC00191 2010-07-12",0,11,0,0.0303181818181818,11,0.201108066833368,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0.576045454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.939545454545454,11,0.248209771985494,0.166681818181818,0.166681818181818
"SMC00198 2009-05-20",0,11,0,0,11,0,0.159090909090909,11,0.560032466591325,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.197045454545455,11,0.389366268324685,0,11,0,0,11,0,0,11,0,0.159090909090909,0.159090909090909
"SMC00206 2009-05-18",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,0
"SMC00271 2009-06-04",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC00282 2009-06-09",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00288 2009-06-18",0,11,0,0.212227272727273,11,0.539629569915579,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0,11,0,0,11,0,0.212227272727273,0.212227272727273
"SMC00318 2010-06-15",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5,11,0,0,11,0,0,11,0,1.5,11,0,0,0
"SMC00324 2010-06-21",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00345 2011-07-19",0,11,0,0.181909090909091,11,0.348329389567351,1.15909090909091,11,1.03132747642849,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,1.341,1.341
"SMC00375 2010-06-08",0,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMC00382 2009-06-23",0,11,0,0.303181818181818,11,0.201108066833368,0.166681818181818,11,0.906776959646337,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.469863636363636,0.469863636363636
"SMC00428 2010-07-22",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00428 2011-08-03",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00436 2009-05-26",0,11,0,0.318318181818182,11,0.233588643870918,1.29545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5,11,0,1.36363636363636,11,0.904534033733291,0.984863636363636,11,0.100403277744395,0,11,0,0,11,0,1.5,11,0,1.61377272727273,1.61377272727273
"SMC00440 2009-05-20",0,11,0,0,11,0,0.545454545454545,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.431818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0.545454545454545,0.545454545454545
"SMC00446 2010-07-01",0,11,0,0.272863636363636,11,0.269814784957789,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0,11,0,0,11,0,0.409227272727273,0.409227272727273
"SMC00457 2009-06-04",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00464 2009-05-08",0,11,0,0,11,0,0.954545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.409181818181818,11,0.173903578299742,0,11,0,0,11,0,0,11,0,0.954545454545455,0.954545454545455
"SMC00473 2009-06-03",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0.242545454545455,11,0.311555277453442,0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0,0
"SMC00476 2009-06-08",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC00479 2011-07-13",0,11,0,0.272863636363636,11,0.269814784957789,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.409227272727273,11,0.229179564375345,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,1.5,11,0,0.272863636363636,0.272863636363636
"SMC00480 2009-05-13",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC00520 2009-05-19",0,11,0,0,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMC00520 2011-08-05",0,11,0,0,11,0,0.295454545454545,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0,11,0,0,11,0,0.295454545454545,0.295454545454545
