"","W1H_BRDG.result","W1H_BRDG.count","W1H_BRDG.sd","W1H_BLDG.result","W1H_BLDG.count","W1H_BLDG.sd","W1H_LDFL.result","W1H_LDFL.count","W1H_LDFL.sd","W1H_LOG.result","W1H_LOG.count","W1H_LOG.sd","W1H_MINE.result","W1H_MINE.count","W1H_MINE.sd","W1H_ORVY.result","W1H_ORVY.count","W1H_ORVY.sd","W1H_PARK.result","W1H_PARK.count","W1H_PARK.sd","W1H_PSTR.result","W1H_PSTR.count","W1H_PSTR.sd","W1H_PVMT.result","W1H_PVMT.count","W1H_PVMT.sd","W1H_PIPE.result","W1H_PIPE.count","W1H_PIPE.sd","W1H_ROAD.result","W1H_ROAD.count","W1H_ROAD.sd","W1H_CROP.result","W1H_CROP.count","W1H_CROP.sd","W1H_VEGM.result","W1H_VEGM.count","W1H_VEGM.sd","W1H_WALL.result","W1H_WALL.count","W1H_WALL.sd","W1_HALL_EMAP.result","W1_HALL_SWAMP.result"
"SMC09564 2010-06-01",0,11,0,0,11,0,0.545454545454545,11,1.24133359372454,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.545454545454545,0.545454545454545
"SMC09591 2010-06-03",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC09698 2010-06-09",0,11,0,0.485090909090909,11,0.458596951185203,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0606363636363636,11,0.269814784957789,0,11,0,0,11,0,0,11,0,0.553272727272727,0.553272727272727
"SMC10146 2011-06-28",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC10189 2010-06-24",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.742681818181818,11,0.173903578299742,0,11,0,0.742681818181818,11,0.173903578299742,0,11,0,0,0
"SMC10685 2010-07-01",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.272863636363636,11,0.269814784957789,0,11,0,0,11,0,0.303181818181818,11,0.201108066833368,0,0
"SMC11394 2011-06-30",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC11581 2009-06-29",0,11,0,1,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,1,1
"SMC11727 2010-06-09",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC12862 2011-06-27",0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,11,0.311555277453442,0.0681818181818182,11,0.452267016866645,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,1.5,11,0,0.0909545454545455,0.0909545454545455
"SMC15677 2009-06-29",0,11,0,1,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.954545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,1,1
"SMC16266 2011-08-01",0,11,0,0.181909090909091,11,0.348329389567351,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0606363636363636,11,0.269814784957789,0,11,0,0,11,0,0.197,11,0.467138309283236,0.250090909090909,0.250090909090909
"SMC16832 2010-06-18",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0.667,0.667
"SMC16980 2011-07-06",0,11,0,0,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.151590909090909,11,0.348329389567351,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0.136363636363636,0.136363636363636
"SMC17056 2009-07-02",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC20032 2010-06-18",0.272727272727273,11,1.21355975243384,0.667,11,0,0.204545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0.871545454545455,0.871545454545455
"SMC21822 2010-06-21",0,11,0,0,11,0,0.659090909090909,11,1.05528970602217,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.272727272727273,11,0.756787468664269,0.659090909090909,0.659090909090909
"SMC24222 2010-06-21",0,11,0,0,11,0,0.704545454545455,11,1.13618180363404,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.704545454545455,0.704545454545455
"SMC25288 2011-06-30",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC26288 2009-05-12",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC26909 2010-05-31",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMC27709 2010-05-31",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMC32718 2010-06-03",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5,11,0,0,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0.0681818181818182,0.0681818181818182
"SMC32897 2010-06-21",0,11,0,0.303181818181818,11,0.201108066833368,0.863636363636364,11,0.983962305264698,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.340909090909091,11,1.03132747642849,0.522727272727273,11,0.150755672288882,0,11,0,0,11,0,0.75,11,0,1.16681818181818,1.16681818181818
"SMC34888 2010-06-24",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC35697 2010-06-10",0,11,0,0,11,0,1.29545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0.121227272727273,11,0.424059279732531,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.393954545454545,11,0.715267845571916,1.29545454545455,1.29545454545455
"SMCR8_020 2011-07-12",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMCR8_026 2009-05-31",0,6,NA,0,6,NA,0.389083333333333,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0,6,NA,0.389083333333333,0.389083333333333
"SMCR8_105 2011-07-14",0,11,0,0,11,0,0.674272727272727,11,1.24600291842647,0,11,0,0,11,0,0,11,0,0.924409090909091,11,0.579264674942607,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0.674272727272727,0.674272727272727
"SMCR8_116 2011-07-25",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMCR8_124 2009-06-24",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_131 2009-06-16",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_175 2009-06-09",0,11,0,0.667,11,0,1.5,10,NA,0,11,0,0,11,0,0,11,0,0.606363636363636,11,0.402216133666737,0,11,0,0.667,11,0,0.3,10,NA,0,11,0,0,11,0,0,11,0,1.42427272727273,11,0.502317900066554,2.167,2.167
"SMCR8_179 2009-06-01",0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,0.0303181818181818
"SMCR8_184 2009-07-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_191 2009-06-02",0,11,0,0,11,0,0.0606363636363636,11,0.402216133666737,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.10005,10,NA,0.0606363636363636,0.0606363636363636
"SMCR8_196 2009-05-24",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0606363636363636,11,0.269814784957789,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_197 2009-06-04",0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0.667,11,0,0.3335,0.3335
"SMCR8_197 2011-07-11",0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.303181818181818,11,0.201108066833368,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.3335,0.3335
"SMCR8_207 2009-06-07",0,11,0,0,11,0,0.106090909090909,11,0.373436157376818,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.106090909090909,0.106090909090909
"SMCR8_218 2009-06-23",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_219 2009-07-06",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_229 2009-06-01",0,10,NA,0,11,0,0.424454545454545,11,0.43132875038547,0,10,NA,0,10,NA,0,10,NA,0,10,NA,0,10,NA,0,11,0,0,11,0,0,11,0,0,10,NA,0,10,NA,0,11,0,0.424454545454545,0.424454545454545
"SMCR8_240 2010-06-23",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_254 2009-06-16",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_254 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_262 2009-06-07",0,11,0,0.121272727272727,11,0.336518161066045,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,1.62127272727273,1.62127272727273
"SMCR8_274 2010-06-17",0.667,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.242545454545455,11,0.67303632213209,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_275 2009-06-09",0,11,0,0.363818181818182,11,0.201108066833368,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,10,NA,0,11,0,0.3335,11,0,0,11,0,0,11,0,1.5,11,0,1.86381818181818,1.86381818181818
"SMCR8_289 2009-06-03",0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,0.0303181818181818
"SMCR8_299 2009-06-09",0,11,0,0.667,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,1.334,1.334
"SMCR8_312 2009-06-14",0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,0.0303181818181818
"SMCR8_312 2011-07-26",0,11,0,0,11,0,1.02272727272727,11,1.21355975243384,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.02272727272727,1.02272727272727
"SMCR8_317 2009-06-03",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_327 2009-06-28",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_333 2009-06-17",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_339 2009-06-08",0,9,NA,0,10,NA,0.75,9,NA,0,9,NA,0,9,NA,0,9,NA,0,9,NA,0,9,NA,0,10,NA,0,10,NA,0,10,NA,0,9,NA,0,9,NA,0,10,NA,0.75,0.75
"SMCR8_339 2011-07-25",0,11,0,0,11,0,1.22727272727273,11,1.21355975243384,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.22727272727273,1.22727272727273
"SMCR8_344 2009-06-15",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_356 2010-06-10",0,11,0,0,11,0,0.204545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_376 2009-06-11",0,11,0,0.3335,11,0,0.181909090909091,11,0.458596951185203,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.515409090909091,0.515409090909091
"SMCR8_396 2010-05-27",0,11,0,0,11,0,0.340909090909091,11,1.23029929839709,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.340909090909091,0.340909090909091
"SMCR8_404 2011-06-15",0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.3335,0.3335
"SMCR8_407 2010-06-21",0,11,0,0,11,0,0.409090909090909,11,1.03132747642849,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0.409090909090909,0.409090909090909
"SMCR8_415 2009-07-08",0,11,0,0,11,0,0.0909545454545455,11,0.43132875038547,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,0.0909545454545455
"SMCR8_418 2009-06-08",0,11,0,0.667,11,0,1.27272727272727,11,0.789130706998069,0,11,0,0,11,0,0,11,0,1,10,NA,0,11,0,0.454772727272727,11,0.539629569915579,0,9,NA,0,8,NA,0,11,0,0,11,0,0,9,NA,1.93972727272727,1.93972727272727
"SMCR8_418 2011-07-13",0,11,0,0,11,0,1.43181818181818,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0.682136363636364,11,0.100403277744395,0,11,0,0,11,0,0.113636363636364,11,0.517862740677313,0,11,0,0,11,0,0,11,0,0,11,0,1.43181818181818,1.43181818181818
"SMCR8_436 2010-06-23",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_439 2011-06-08",0,11,0,0.667,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,2.167,2.167
"SMCR8_445 2010-06-24",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_453 2011-07-12",0,11,0,0,11,0,0.272727272727273,11,1.01129979369486,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.272727272727273,0.272727272727273
"SMCR8_467 2011-06-09",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMCR8_474 2009-07-05",0,11,0,0.272863636363636,11,0.500755048084209,0.181909090909091,11,0.623110554906883,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.454772727272727,0.454772727272727
"SMCR8_483 2011-06-06",0,11,0,0,11,0,0.886363636363636,11,1.31079434625795,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.121272727272727,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0.886363636363636,0.886363636363636
"SMCR8_494 2011-06-20",0,11,0,0,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMCR8_501 2011-06-14",0,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_511 2011-06-09",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMCR8_512 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_513 2009-06-22",0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,0.0303181818181818
"SMCR8_521 2011-06-06",0,11,0,0,11,0,1.43181818181818,11,0.452267016866645,0,11,0,0,11,0,0.3335,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.43181818181818,1.43181818181818
"SMCR8_528 2011-07-11",0,11,0,0,11,0,0.204545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_533 2011-06-07",0,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMCR8_549 2011-06-13",0,11,0,0.363818181818182,11,0.201108066833368,1.5,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.86381818181818,1.86381818181818
"SMCR8_558 2011-08-08",0,11,0,0.3335,11,0,1.36363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0.136363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,1.69713636363636,1.69713636363636
"SMCR8_566 2011-06-15",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.606363636363636,11,0.402216133666737,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMCR8_572 2009-06-30",0,11,0,0,11,0,0.5917,10,NA,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.212227272727273,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.5917,0.5917
"SMCR8_575 2011-06-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_590 2011-07-20",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_593 2011-06-13",0,11,0,0.363818181818182,11,0.201108066833368,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,1.86381818181818,1.86381818181818
"SMCR8_594 2011-06-20",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMCR8_598 2010-06-15",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,0
"SMCR8_600 2009-06-28",0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,0.667
"SMCR8_601 2009-06-24",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,8,NA,0.667,0.667
"SMCR8_605 2009-07-01",0,11,0,0.667,11,0,0.333363636363636,11,1.22023678775138,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,10,NA,0,10,NA,0,10,NA,0,11,0,0,11,0,0,11,0,1.00036363636364,1.00036363636364
"SMCR8_607 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_613 2009-06-29",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_618 2011-07-19",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMCR8_622 2011-06-16",0,11,0,0,11,0,0.886363636363636,11,1.47247472582106,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.886363636363636,0.886363636363636
"SMCR8_629 2011-07-14",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMCR8_633 2011-07-26",0,11,0,0.667,11,0,0.886363636363636,11,0.983962305264698,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.363818181818182,11,0.201108066833368,0,11,0,0,11,0,0,11,0,1.55336363636364,1.55336363636364
"SMCR8_688 2009-07-01",0,11,0,0.667,11,0,1.0667,10,NA,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,10,NA,1.7337,1.7337
"VA_RC 2010-06-02",0,11,0,0,11,0,0.636363636363636,11,1.05744116535239,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.227318181818182,11,0.453985742667602,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0,11,0,0.636363636363636,0.636363636363636
"WN_RD 2010-05-27",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"WN_RD1 2010-05-27",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
