"","PCT_CF.result","PCT_CF.count","PCT_CF.sd","PCT_DR.result","PCT_DR.count","PCT_DR.sd","PCT_GL.result","PCT_GL.count","PCT_GL.sd","PCT_POOL.result","PCT_POOL.count","PCT_POOL.sd","PCT_RA.result","PCT_RA.count","PCT_RA.sd","PCT_RI.result","PCT_RI.count","PCT_RI.sd","PCT_RN.result","PCT_RN.count","PCT_RN.sd","PCT_FAST.result","PCT_SLOW.result","PCT_CF_WT.result","PCT_CF_WT.count","PCT_GL_WT.result","PCT_GL_WT.count","PCT_POOL_WT.result","PCT_POOL_WT.count","PCT_RA_WT.result","PCT_RA_WT.count","PCT_RI_WT.result","PCT_RI_WT.count","PCT_RN_WT.result","PCT_RN_WT.count","PCT_FAST_WT.result","PCT_SLOW_WT.result"
"SMC01923 2011-07-12",0,10,0,0,10,0,49,10,11.9721899973786,0,10,0,0,10,0,51,10,11.9721899973786,0,10,0,51,49,0,10,49,10,0,10,0,10,51,10,0,10,51,49
"SMC01960 2010-06-23",0,10,0,0,10,0,88.5,10,13.1339255365637,11.5,10,13.1339255365637,0,10,0,0,10,0,0,10,0,0,100,0,10,88.5,10,11.5,10,0,10,0,10,0,10,0,100
"SMC01962 2010-06-08",0,10,0,0,10,0,35,10,35.1188458428425,64.5,10,35.1544212487325,0,10,0,0.5,10,1.58113883008419,0,10,0,0.5,99.5,0,10,35,10,64.5,10,0,10,0.5,10,0,10,0.5,99.5
"SMC01972 2010-06-07",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC01979 2011-07-14",0,10,0,0,10,0,24.5,10,10.3949774196751,10,10,12.0185042515466,7,10,6.74948557710553,57,10,22.1359436211787,1.5,10,3.37474278855276,65.5,34.5,0,10,24.5,10,10,10,7,10,57,10,1.5,10,65.5,34.5
"SMC01990 2009-05-21",0,10,0,0,10,0,34.5,10,30.9524725273371,31.5,10,30.4640042600371,0,10,0,34,10,24.3584345419268,0,10,0,34,66,0,10,34.5,10,31.5,10,0,10,34,10,0,10,34,66
"SMC02006 2009-05-26",0,10,0,0,10,0,99,10,3.16227766016838,0,10,0,0,10,0,1,10,3.16227766016838,0,10,0,1,99,0,10,99,10,0,10,0,10,1,10,0,10,1,99
"SMC02059 2010-06-03",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC02088 2011-06-14",0,10,0,0,10,0,5.5,10,1.58113883008419,0,10,0,0,10,0,94.5,10,1.58113883008419,0,10,0,94.5,5.5,0,10,5.5,10,0,10,0,10,94.5,10,0,10,94.5,5.5
"SMC02092 2011-06-14",0,10,0,0,10,0,5,10,0,0.5,10,1.58113883008419,6,10,13.4989711542111,83.5,10,13.5503177494519,5,10,8.16496580927726,94.5,5.5,0,10,5,10,0.5,10,6,10,83.5,10,5,10,94.5,5.5
"SMC02123 2011-07-05",0,10,0,0,10,0,55,10,29.4392028877595,0,10,0,0,10,0,45,10,29.4392028877595,0,10,0,45,55,0,10,55,10,0,10,0,10,45,10,0,10,45,55
"SMC02127 2009-06-04",8.5,10,25.1716330640487,0,10,0,51.5,10,37.568456035468,0.5,10,1.58113883008419,4,10,12.6491106406735,35.5,10,39.8922158934408,0,10,0,48,52,8.5,10,51.5,10,0.5,10,4,10,35.5,10,0,10,48,52
"SMC02145 2011-07-19",0,10,0,0,10,0,69.5,10,22.6629898978734,0,10,0,0,10,0,30.5,10,22.6629898978734,0,10,0,30.5,69.5,0,10,69.5,10,0,10,0,10,30.5,10,0,10,30.5,69.5
"SMC02152 2010-07-14",0,10,0,0,10,0,53,10,38.020462326957,20,10,30.5505046330389,0,10,0,27,10,41.3790070231539,0,10,0,27,73,0,10,53,10,20,10,0,10,27,10,0,10,27,73
"SMC02167 2010-06-07",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC02206 2011-07-19",0,10,0,0,10,0,88,10,14.7572957474524,0,10,0,0,10,0,12,10,14.7572957474524,0,10,0,12,88,0,10,88,10,0,10,0,10,12,10,0,10,12,88
"SMC02228 2009-06-23",0,10,0,0,10,0,13.5,10,8.18195847242239,0,10,0,0,10,0,86.5,10,8.18195847242239,0,10,0,86.5,13.5,0,10,13.5,10,0,10,0,10,86.5,10,0,10,86.5,13.5
"SMC02270 2010-06-30",0,10,0,0,10,0,83,10,4.83045891539648,0,10,0,0,10,0,17,10,4.83045891539648,0,10,0,17,83,0,10,83,10,0,10,0,10,17,10,0,10,17,83
"SMC02417 2011-07-20",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC02436 2009-05-28",0,10,0,4,10,8.43274042711568,17,10,6.74948557710553,0,10,0,0,10,0,79,10,9.94428926011753,0,10,0,79,17,0,10,16.32,10,0,10,0,10,75.84,10,0,10,75.84,16.32
"SMC02452 2011-06-30",3,10,9.48683298050514,0,10,0,52.5,10,30.8445925388696,0.5,10,1.58113883008419,0,10,0,44,10,25.9058123036339,0,10,0,47,53,3,10,52.5,10,0.5,10,0,10,44,10,0,10,47,53
"SMC02457 2010-05-31",0,10,0,0,10,0,79.5,10,24.7711750046523,14.5,10,25.2157358277194,0,10,0,5,10,5.77350269189626,1,10,3.16227766016838,6,94,0,10,79.5,10,14.5,10,0,10,5,10,1,10,6,94
"SMC02464 2011-06-22",6,10,5.16397779494322,0,10,0,36,10,35.9629438913631,0,10,0,1,10,3.16227766016838,57,10,35.9165699921359,0,10,0,64,36,6,10,36,10,0,10,1,10,57,10,0,10,64,36
"SMC02536 2011-06-29",0,10,0,0,10,0,89,10,3.16227766016838,0,10,0,0,10,0,11,10,3.16227766016838,0,10,0,11,89,0,10,89,10,0,10,0,10,11,10,0,10,11,89
"SMC02548 2010-07-09",0,10,0,0,10,0,81.5,10,15.1015083867657,0,10,0,0,10,0,18.5,10,15.1015083867657,0,10,0,18.5,81.5,0,10,81.5,10,0,10,0,10,18.5,10,0,10,18.5,81.5
"SMC02563 2010-06-24",0,10,0,0,10,0,84,10,35.0238014308365,0,10,0,0,10,0,16,10,35.0238014308365,0,10,0,16,84,0,10,84,10,0,10,0,10,16,10,0,10,16,84
"SMC02573 2010-06-09",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC02591 2011-07-21",3.5,10,3.37474278855276,0,10,0,11,10,6.99205898780101,18,10,20.4396129556745,0,10,0,60.5,10,28.2302044704682,7,10,8.56348838577675,71,29,3.5,10,11,10,18,10,0,10,60.5,10,7,10,71,29
"SMC02622 2010-06-15",0,10,0,0,10,0,67,10,10.8525470640665,0,10,0,0,10,0,33,10,10.8525470640665,0,10,0,33,67,0,10,67,10,0,10,0,10,33,10,0,10,33,67
"SMC02644 2011-06-30",0.5,10,1.58113883008419,0,10,0,48.5,10,26.0394999098592,24,10,23.5466440165991,0,10,0,27,10,34.3349514181816,0,10,0,27.5,72.5,0.5,10,48.5,10,24,10,0,10,27,10,0,10,27.5,72.5
"SMC02656 2009-06-23",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC02749 2011-06-27",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC02804 2011-06-20",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC02884 2010-06-23",0,10,0,0,10,0,66.5,10,31.5392172100422,0,10,0,0,10,0,33,10,32.0762979299184,0.5,10,1.58113883008419,33.5,66.5,0,10,66.5,10,0,10,0,10,33,10,0.5,10,33.5,66.5
"SMC02902 2011-08-02",0,10,0,0,10,0,50.5,10,20.0624026477389,39,10,26.9567554922076,1.5,10,4.74341649025257,9,10,19.1195071996,0,10,0,10.5,89.5,0,10,50.5,10,39,10,1.5,10,9,10,0,10,10.5,89.5
"SMC02933 2010-06-01",0,10,0,0,10,0,59.5,10,27.4317334486904,31.5,10,27.6937618326663,0,10,0,8,10,8.56348838577675,1,10,2.10818510677892,9,91,0,10,59.5,10,31.5,10,0,10,8,10,1,10,9,91
"SMC02947 2011-07-12",0,10,0,0,10,0,98,10,6.32455532033676,0,10,0,0,10,0,2,10,6.32455532033676,0,10,0,2,98,0,10,98,10,0,10,0,10,2,10,0,10,2,98
"SMC02976 2010-07-27",0,10,0,0,10,0,14,10,13.703203194063,3,10,4.83045891539648,13.5,10,16.6749979177077,63.5,10,23.1000240500115,6,10,13.4989711542111,83,17,0,10,14,10,3,10,13.5,10,63.5,10,6,10,83,17
"SMC02984 2010-06-23",0,10,0,0,10,0,92.5,10,6.7700320038633,7.5,10,6.7700320038633,0,10,0,0,10,0,0,10,0,0,100,0,10,92.5,10,7.5,10,0,10,0,10,0,10,0,100
"SMC03110 2011-07-26",0,10,0,0,10,0,68.5,10,24.8383663803489,18.5,10,17.3285249740934,0,10,0,13,10,17.5119007154183,0,10,0,13,87,0,10,68.5,10,18.5,10,0,10,13,10,0,10,13,87
"SMC03133 2010-06-02",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC03216 2011-07-27",0,10,0,0,10,0,5.5,10,2.83823106098773,0.5,10,1.58113883008419,55,10,13.5400640077266,34.5,10,13.8343373129648,4.5,10,4.37797517885457,94,6,0,10,5.5,10,0.5,10,55,10,34.5,10,4.5,10,94,6
"SMC03234 2011-06-28",0,10,0,0,10,0,99,10,3.16227766016838,0,10,0,0,10,0,1,10,3.16227766016838,0,10,0,1,99,0,10,99,10,0,10,0,10,1,10,0,10,1,99
"SMC03268 2009-05-28",0,10,0,0,10,0,49,10,8.75595035770913,0,10,0,0,10,0,32.5,10,18.4466196843155,18.5,10,22.3668902124944,51,49,0,10,49,10,0,10,0,10,32.5,10,18.5,10,51,49
"SMC03280 2011-08-11",1,10,3.16227766016838,0,10,0,15.5,10,10.3949774196751,5,10,8.16496580927726,12,10,14.9443411809733,56,10,19.4079021706795,10.5,10,8.64420165325996,79.5,20.5,1,10,15.5,10,5,10,12,10,56,10,10.5,10,79.5,20.5
"SMC03304 2011-06-29",0,10,0,0,10,0,52.5,10,17.5198300346905,0,10,0,0,10,0,47.5,10,17.5198300346905,0,10,0,47.5,52.5,0,10,52.5,10,0,10,0,10,47.5,10,0,10,47.5,52.5
"SMC03510 2011-07-21",0,10,0,0,10,0,59.5,10,23.5053185470863,1.5,10,3.37474278855276,0,10,0,38.5,10,21.2197497105356,0.5,10,1.58113883008419,39,61,0,10,59.5,10,1.5,10,0,10,38.5,10,0.5,10,39,61
"SMC03533 2010-06-01",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC03687 2010-06-02",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC03944 2010-07-12",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC03971 2011-07-11",0,10,0,0,10,0,96,10,9.66091783079296,1,10,3.16227766016838,0,10,0,3,10,9.48683298050514,0,10,0,3,97,0,10,96,10,1,10,0,10,3,10,0,10,3,97
"SMC03988 2011-06-29",1.5,10,3.37474278855276,0,10,0,40,10,30.092450142113,17,10,28.0079353834667,0,10,0,23.5,10,19.1557940175928,0,10,0,25,57,1.23,10,32.8,10,13.94,10,0,10,19.27,10,0,10,20.5,46.74
"SMC04047 2009-05-14",0.5,10,1.58113883008419,1.5,10,4.74341649025257,60.5,10,28.2302044704682,7.5,10,23.7170824512628,0,10,0,30,10,18.8561808316413,0,10,0,30.5,68,0.4925,10,59.5925,10,7.3875,10,0,10,29.55,10,0,10,30.0425,66.98
"SMC04054 2009-05-27",0,10,0,0,10,0,77,10,41.6466618643613,23,10,41.6466618643613,0,10,0,0,10,0,0,10,0,0,100,0,10,77,10,23,10,0,10,0,10,0,10,0,100
"SMC04134 2011-07-26",3,10,3.4960294939005,0,10,0,36,10,12.2020034784821,36.5,10,18.7157093848397,0,10,0,20.5,10,18.3257560098713,4,10,7.74596669241483,27.5,72.5,3,10,36,10,36.5,10,0,10,20.5,10,4,10,27.5,72.5
"SMC04175 2009-06-11",0,10,0,7,10,16.3639169448448,84,10,18.5292561462497,0,10,0,0,10,0,9,10,14.6818103636968,0,10,0,9,84,0,10,78.12,10,0,10,0,10,8.37,10,0,10,8.37,78.12
"SMC04239 2009-06-11",0,10,0,2,10,4.83045891539648,65.5,10,13.4267560407486,3,10,9.48683298050514,0,10,0,29.5,10,14.6154408455958,0,10,0,29.5,68.5,0,10,64.19,10,2.94,10,0,10,28.91,10,0,10,28.91,67.13
"SMC04264 2010-07-09",0,10,0,0,10,0,64.5,10,33.3708122632805,19,10,32.1282153600573,0,10,0,16.5,10,22.613909190781,0,10,0,16.5,83.5,0,10,64.5,10,19,10,0,10,16.5,10,0,10,16.5,83.5
"SMC04308 2009-06-17",1,10,2.10818510677892,0,10,0,48,10,35.9165699921359,22,10,34.253953543107,0,10,0,24.5,10,34.1117444747569,4.5,10,8.3166499665831,30,70,1,10,48,10,22,10,0,10,24.5,10,4.5,10,30,70
"SMC04383 2010-06-09",1.5,10,4.74341649025257,0,10,0,19,10,15.2388392675499,4.5,10,7.61941963377497,0,10,0,73,10,18.4390889145858,2,10,3.4960294939005,76.5,23.5,1.5,10,19,10,4.5,10,0,10,73,10,2,10,76.5,23.5
"SMC04399 2009-06-11",0,10,0,0,10,0,62,10,37.874060311042,1,10,3.16227766016838,0,10,0,27,10,33.2665998663324,0,10,0,27,63,0,10,55.8,10,0.9,10,0,10,24.3,10,0,10,24.3,56.7
"SMC04426 2011-07-25",5,10,5.77350269189626,0,10,0,51,10,27.3658343356984,5.5,10,5.50252467307306,0,10,0,38.5,10,24.2727556463346,0,10,0,43.5,56.5,5,10,51,10,5.5,10,0,10,38.5,10,0,10,43.5,56.5
"SMC04661 2011-07-18",2.5,10,3.53553390593274,0,10,0,50,10,14.7196014438797,12,10,12.7366487830285,0.5,10,1.58113883008419,24,10,23.0699419639977,11,10,9.66091783079296,38,62,2.5,10,50,10,12,10,0.5,10,24,10,11,10,38,62
"SMC04682 2011-07-25",4,10,3.94405318873308,0,10,0,23.5,10,14.7290340635238,10.5,10,18.6264447612647,0,10,0,61.5,10,28.1908180481202,0.5,10,1.58113883008419,66,34,4,10,23.5,10,10.5,10,0,10,61.5,10,0.5,10,66,34
"SMC04748 2009-07-02",0,10,0,0,10,0,30,10,22.973414586817,0,10,0,0,10,0,25.5,10,11.6547558246981,44.5,10,21.660255461713,70,30,0,10,30,10,0,10,0,10,25.5,10,44.5,10,70,30
"SMC04749 2009-06-23",0,10,0,0,10,0,18,10,37.9473319220206,82,10,37.9473319220206,0,10,0,0,10,0,0,10,0,0,100,0,10,18,10,82,10,0,10,0,10,0,10,0,100
"SMC04756 2010-07-07",0,10,0,0,10,0,10,10,0,0,10,0,0,10,0,90,10,0,0,10,0,90,10,0,10,10,10,0,10,0,10,90,10,0,10,90,10
"SMC04795 2011-07-14",13,10,21.7562251627743,0,10,0,15.5,10,4.97214463005877,6.5,10,7.09068246206088,14.5,10,17.551511489201,50.5,10,24.318488622628,0,10,0,78,22,13,10,15.5,10,6.5,10,14.5,10,50.5,10,0,10,78,22
"SMC04932 2010-07-12",0,10,0,0,10,0,58.5,10,33.4207187900626,20.5,10,27.5328087117089,0,10,0,7.5,10,10.0692049779955,3.5,10,7.47217059048663,11,79,0,10,52.65,10,18.45,10,0,10,6.75,10,3.15,10,9.9,71.1
"SMC05109 2009-06-23",0,10,0,2,10,4.21637021355784,98,10,4.21637021355784,0,10,0,0,10,0,0,10,0,0,10,0,0,98,0,10,96.04,10,0,10,0,10,0,10,0,10,0,96.04
"SMC05199 2011-07-06",0,10,0,0,10,0,14,10,20.2484567313166,1,10,2.10818510677892,1.5,10,2.41522945769824,80.5,10,20.8766216934957,3,10,3.4960294939005,85,15,0,10,14,10,1,10,1.5,10,80.5,10,3,10,85,15
"SMC05243 2010-06-10",0,10,0,0,10,0,60,10,41.6999866773227,40,10,41.6999866773227,0,10,0,0,10,0,0,10,0,0,100,0,10,60,10,40,10,0,10,0,10,0,10,0,100
"SMC05402 2011-07-28",3,10,2.58198889747161,0,10,0,47.5,10,17.3605555466664,12.5,10,20.0346921336188,0,10,0,36.5,10,25.9326049597799,0.5,10,1.58113883008419,40,60,3,10,47.5,10,12.5,10,0,10,36.5,10,0.5,10,40,60
"SMC05407 2011-07-21",5,10,7.07106781186548,0,10,0,9.5,10,10.9163485958752,3,10,3.4960294939005,5.5,10,5.98609499868932,71,10,12.4275679215382,6,10,3.16227766016838,87.5,12.5,5,10,9.5,10,3,10,5.5,10,71,10,6,10,87.5,12.5
"SMC05524 2011-06-30",0,10,0,0,10,0,22.5,10,17.5198300346905,0,10,0,0,10,0,77.5,10,17.5198300346905,0,10,0,77.5,22.5,0,10,22.5,10,0,10,0,10,77.5,10,0,10,77.5,22.5
"SMC05702 2010-06-07",0,10,0,6,10,15.7762127549323,51,10,38.0642731296539,43,10,39.665266081716,0,10,0,0,10,0,0,10,0,0,94,0,10,47.94,10,40.42,10,0,10,0,10,0,10,0,88.36
"SMC05759 2010-06-21",0,10,0,0,10,0,11.5,10,13.7537873571852,0,10,0,0,10,0,88.5,10,13.7537873571852,0,10,0,88.5,11.5,0,10,11.5,10,0,10,0,10,88.5,10,0,10,88.5,11.5
"SMC06019 2010-06-17",0,10,0,0,10,0,75.5,10,20.0624026477389,0,10,0,0,10,0,24.5,10,20.0624026477389,0,10,0,24.5,75.5,0,10,75.5,10,0,10,0,10,24.5,10,0,10,24.5,75.5
"SMC06216 2009-05-26",0,10,0,0,10,0,13,10,7.52772652709081,2,10,6.32455532033676,0,10,0,85,10,6.23609564462324,0,10,0,85,15,0,10,13,10,2,10,0,10,85,10,0,10,85,15
"SMC06458 2010-06-06",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC06467 2010-06-28",0,10,0,0,10,0,49,10,22.8278582243519,0,10,0,0,10,0,51,10,22.8278582243519,0,10,0,51,49,0,10,49,10,0,10,0,10,51,10,0,10,51,49
"SMC06653 2010-07-01",0,10,0,0,10,0,21.5,10,16.3384345775366,0,10,0,0,10,0,3,10,4.21637021355784,75.5,10,14.6154408455958,78.5,21.5,0,10,21.5,10,0,10,0,10,3,10,75.5,10,78.5,21.5
"SMC06714 2010-06-06",0,10,0,4,10,8.43274042711568,92,10,7.88810637746615,2,10,4.21637021355784,0,10,0,2,10,4.21637021355784,0,10,0,2,94,0,10,88.32,10,1.92,10,0,10,1.92,10,0,10,1.92,90.24
"SMC06863 2011-07-21",3,10,4.21637021355784,0,10,0,16,10,13.2916013582513,4.5,10,9.55975359979999,1.5,10,2.41522945769824,73,10,17.6698110409314,2,10,2.58198889747161,79.5,20.5,3,10,16,10,4.5,10,1.5,10,73,10,2,10,79.5,20.5
"SMC06926 2009-07-01",3,10,2.58198889747161,0,10,0,70.5,10,19.9234646696915,4.5,10,4.97214463005877,0,10,0,22,10,18.5891246581316,0,10,0,25,75,3,10,70.5,10,4.5,10,0,10,22,10,0,10,25,75
"SMC08150 2010-06-03",0,10,0,0,10,0,37,10,33.4331837816529,51.5,10,41.2344246689314,0.5,10,1.58113883008419,11,10,18.5292561462497,0,10,0,11.5,88.5,0,10,37,10,51.5,10,0.5,10,11,10,0,10,11.5,88.5
"SMC08335 2010-07-07",0,10,0,0,10,0,40.5,10,36.8518053228815,39,10,44.2090991136943,0,10,0,20.5,10,33.3708122632805,0,10,0,20.5,79.5,0,10,40.5,10,39,10,0,10,20.5,10,0,10,20.5,79.5
"SMC08426 2010-06-08",0,10,0,0,10,0,21.5,10,34.1605685614927,72.5,10,41.1804970020195,0,10,0,6,10,12.6491106406735,0,10,0,6,94,0,10,21.5,10,72.5,10,0,10,6,10,0,10,6,94
"SMC08766 2009-05-26",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC08845 2009-06-22",0,10,0,0,10,0,10,10,18.8561808316413,90,10,18.8561808316413,0,10,0,0,10,0,0,10,0,0,100,0,10,10,10,90,10,0,10,0,10,0,10,0,100
"SMC09162 2011-08-01",0,10,0,0,10,0,80,10,15.9861050777091,0,10,0,0,10,0,20,10,15.9861050777091,0,10,0,20,80,0,10,80,10,0,10,0,10,20,10,0,10,20,80
"SMC09286 2010-06-09",0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,0,10,100,10,0,10,0,10,0,10,0,100
"SMC09534 2009-06-17",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,100,0,0,10,0,10,0,10,0,10,0,10,100,10,100,0
"SMC09564 2010-06-01",0,10,0,15.3,10,10.6358931088189,8.2,10,5.28730134903956,0,10,0,1,10,3.16227766016838,72.5,10,10.0692049779955,3,10,6.74948557710553,76.5,8.2,0,10,6.9454,10,0,10,0.847,10,61.4075,10,2.541,10,64.7955,6.9454
"SMC09591 2010-06-03",0,10,0,0,10,0,30,10,42.1637021355784,0,10,0,0,10,0,70,10,42.1637021355784,0,10,0,70,30,0,10,30,10,0,10,0,10,70,10,0,10,70,30
