"","FL_N_F.result","FL_N_M.result","FL_Q_F.result","FL_Q_M.result","FL_F.result","FL_M.result","MWVM_F.result","MWVM_M.result","XWV_F.result","XWV_M.result","PWVZ.result"
"902S00565 2009-04-27",NA,NA,10.07986389408,0.285429959637542,10.07986389408,0.285429959637542,2.05,0.624839999050243,0.838,0.255422399611758,30
"902S01097 2009-05-11",NA,NA,0.44724047712,0.0126644399839178,0.44724047712,0.0126644399839178,0.78,0.237743999638629,0.298571428571429,0.0910045712902445,42.8571428571429
"902SMAS1x 2008-04-02",NA,NA,0.252198420672,0.00714146399093129,0.252198420672,0.00714146399093129,0.39,0.118871999819315,0.228235294117647,0.0695661175413183,11.7647058823529
"902SMAS1x 2008-05-12",NA,NA,0.075508831456,0.00213817199728481,0.075508831456,0.00213817199728481,0.28,0.0853439998702771,0.137142857142857,0.0418011427936051,14.2857142857143
"902SMAS1x 2008-06-02",NA,NA,0.005489594304,0.000155447999802602,0.005489594304,0.000155447999802602,0.09,0.0274319999583034,0.0242857142857143,0.00740228570303424,57.1428571428571
"903ACPCT1 2010-05-25",NA,NA,1.54381384912,0.0437159399444866,1.54381384912,0.0437159399444866,1.5,0.457199999305056,1.09772727272727,0.3345872722187,0
"903CVPCT1 2010-06-01",NA,NA,0.676727046848,0.0191627759756658,0.676727046848,0.0191627759756658,2.07,0.630935999040977,0.745,0.227075999654844,0
"903CVPCT1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904S00537 2009-05-04",NA,NA,5.028145465152,0.142381223819195,5.028145465152,0.142381223819195,4.1,1.24967999810049,0.756666666666667,0.230631999649439,26.6666666666667
"905DGCC1 2010-06-02",NA,NA,0.225181005568,0.0063764159919028,0.225181005568,0.0063764159919028,0.95,0.289559999559869,0.21625,0.0659129998998122,0
"905DGCC1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905DGSY1x 2008-04-24",NA,NA,0.6229613144,0.0176402999775992,0.6229613144,0.0176402999775992,0.45,0.137159999791517,0.201666666666667,0.0614679999065686,33.3333333333333
"905DGSY1x 2008-05-14",NA,NA,0.476625952512,0.0134965439828612,0.476625952512,0.0134965439828612,0.38,0.115823999823948,0.185625,0.0565784999140007,18.75
"905DGSY1x 2008-06-03",NA,NA,0.364573645248,0.0103235759868904,0.364573645248,0.0103235759868904,0.35,0.106679999837846,0.173846153846154,0.0529883076117655,15.3846153846154
"905DGSY1x 2008-06-24",NA,NA,0.010817729952,0.000306323999611009,0.010817729952,0.000306323999611009,0.03,0.00914399998610112,0.009,0.00274319999583034,60
"905DGSY1x 2008-07-02",NA,NA,0.00161458656,4.57199999419417e-05,0.00161458656,4.57199999419417e-05,0.03,0.00914399998610112,0.00727272727272727,0.00221672726935785,45.4545454545455
"905DGSY1x 2008-07-09",NA,NA,0.00053819552,1.52399999806472e-05,0.00053819552,1.52399999806472e-05,0.01,0.00304799999536704,0.000714285714285714,0.00021771428538336,92.8571428571429
"905DGSY1x 2008-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905DGSY1x 2010-06-01",NA,NA,3.260819016576,0.0923361118827455,3.260819016576,0.0923361118827455,1.87,0.569975999133637,0.569,0.173431199736385,0
"905DGSY1x 2010-06-14",NA,NA,0.120743110048781,0.00341906412525824,0.120743110048781,0.00341906412525824,0.094488,0.0287999423562241,0.0364744,0.0111173971031016,0
"905DGSY1x 2010-06-29",NA,NA,1.5448418025632,0.0437450483444496,1.5448418025632,0.0437450483444496,1.24,0.377951999425513,0.493533333333333,0.150428959771348,0
"905DGSY1x 2010-07-20",NA,NA,1.120845989952,0.0317388239596959,1.120845989952,0.0317388239596959,1.25,0.38099999942088,0.42625,0.12992099980252,0
"905DGSY1x 2010-08-19",NA,NA,0.598419598688,0.0169453559784817,0.598419598688,0.0169453559784817,0.93,0.283463999569135,0.3105,0.0946403998561466,0
"905DGSY1x 2010-09-15",NA,NA,0.214094177856,0.00606247199230147,0.214094177856,0.00606247199230147,0.43,0.131063999800783,0.123846153846154,0.0377483076349303,23.0769230769231
"905DGUT1 2010-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905DGUT1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907S00577 2009-05-12",NA,NA,0.059309146304,0.00167944799786732,0.059309146304,0.00167944799786732,0.42,0.128015999805416,0.086,0.0262127999601565,60
"907SRSD1x 2008-07-02",NA,NA,0.004520842368,0.000128015999837437,0.004520842368,0.000128015999837437,0.03,0.00914399998610112,0.01,0.00304799999536704,60
"907SRSD1x 2008-07-09",NA,NA,0.002045142976,5.79119999264595e-05,0.002045142976,5.79119999264595e-05,0.01,0.00304799999536704,0.006,0.00182879999722022,40
"907SRSD1x 2010-06-01",NA,NA,0.067866455072,0.00192176399755962,0.067866455072,0.00192176399755962,0.38,0.115823999823948,0.1475,0.0449579999316638,0
"907SRSD1x 2010-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907SRSD1x 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911NCPCR2 2010-05-24",NA,NA,0.9362126348608,0.0265105895663351,0.9362126348608,0.0265105895663351,0.47,0.143255999782251,0.0861764705882353,0.0262665881953689,0
"911NCPCR2 2010-06-14",NA,NA,0.140554461724063,0.00398005913158586,0.140554461724063,0.00398005913158586,0.67056,0.204386687689332,0.0590005714285714,0.0179833741440938,0
"911NCPCR2 2010-06-30",NA,NA,0.672125475152,0.0190324739758313,0.672125475152,0.0190324739758313,0.91,0.277367999578401,0.325909090909091,0.0993370907580985,0
"911NCPCR2 2010-07-20",NA,NA,0.590723402752,0.0167274239787584,0.590723402752,0.0167274239787584,1.11,0.338327999485741,0.32,0.0975359998517453,0
"911NCPCR2 2010-08-19",NA,NA,0.321679462304,0.00910894798843285,0.321679462304,0.00910894798843285,0.46,0.140207999786884,0.205333333333333,0.0625855999048699,0
"911NCPCR2 2010-09-14",NA,NA,0.18998301856,0.00537971999316847,0.18998301856,0.00537971999316847,0.3,0.0914399998610112,0.078,0.0237743999638629,13.3333333333333
"911S01818 2009-05-06",NA,NA,0.17006978432,0.00481583999388453,0.17006978432,0.00481583999388453,0.3,0.0914399998610112,0.132307692307692,0.040327384554087,38.4615384615385
"911S02058 2009-05-05",NA,NA,0.72548756096,0.0205435199739125,0.72548756096,0.0205435199739125,1.13,0.344423999476475,0.24,0.073151999888809,45.4545454545455
"911S03354 2009-05-05",NA,NA,0.758963322304,0.0214914479727087,0.758963322304,0.0214914479727087,0.98,0.29870399954597,0.550714285714286,0.167857714030571,28.5714285714286
"911S04086 2009-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911TJPC2 2010-05-24",NA,NA,3.7943752911936,0.10744474306356,3.7943752911936,0.10744474306356,NA,NA,NA,NA,NA
"911TJPC2 2010-07-01",NA,NA,0.17948820592,0.00508253999354585,0.17948820592,0.00508253999354585,0.84,0.256031999610831,0.206666666666667,0.0629919999042522,0
"911TJPC2 2010-07-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LALT-501 2009-06-22",NA,NA,0.0232285186432,0.000657758399164735,0.0232285186432,0.000657758399164735,2.49,0.758951998846393,1.08083333333333,0.329437999499254,16.6666666666667
"LALT500 2009-06-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LALT501 2010-07-15",NA,NA,5.9093868096,0.167335199787507,5.9093868096,0.167335199787507,4.88,1.48742399773912,2.745,0.836675998728252,16.6666666666667
"LALT502 2009-06-22",NA,NA,0.47468844864,0.0134416799829309,0.47468844864,0.0134416799829309,0.56,0.170687999740554,0.162307692307692,0.0494713845401881,38.4615384615385
"LALT502 2010-07-15",NA,NA,0.96767554496,0.0274015199652037,0.96767554496,0.0274015199652037,0.28,0.0853439998702771,0.129166666666667,0.0393699999401576,8.33333333333333
"LALT503 2010-07-15",NA,NA,0,0,0,0,1.9,0.579119999119738,1.402,0.427329599350459,0
"LAR0052 2010-07-08",NA,NA,18.60649551744,0.526877279330936,18.60649551744,0.526877279330936,3.77,1.14909599825337,1.59785714285714,0.487026856402576,0
"LAR0092 2010-07-27",NA,NA,4.907858766432,0.13897508382352,4.907858766432,0.13897508382352,NA,NA,NA,NA,NA
"LB_RA 2010-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LB_RA1 2010-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LC_R31 2010-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LC_R4 2010-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LC_R5 2010-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME-CC 2010-07-12",NA,NA,7.654431963648,0.216749375724757,7.654431963648,0.216749375724757,2.6,0.79247999879543,0.80375,0.244982999627626,0
"ME-CC 2011-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME-VR2 2010-07-07",NA,NA,12.51627501312,0.354421439549932,12.51627501312,0.354421439549932,0.72,0.219455999666427,0.321923076923077,0.0981221536970082,0
"ME-VR2 2011-07-06",NA,NA,26.05081595008,0.737676959063249,26.05081595008,0.737676959063249,1.07,0.326135999504273,0.586470588235294,0.178756235022408,11.7647058823529
"MO2_Mont 2010-06-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POM_RC 2010-05-28",NA,NA,2.47398510149075,0.0700554566095989,2.47398510149075,0.0700554566095989,2.36712,0.721498174903323,0.6765075,0.206199485686577,33.3333333333333
"POM_RD 2010-06-16",NA,NA,10.9306947105667,0.309522805350547,10.9306947105667,0.309522805350547,3.17848,0.968800702527423,1.174311,0.357929992255946,10
"REF-CS 2008-10-22",NA,NA,0.045854258304,0.00129844799835114,0.045854258304,0.00129844799835114,0.02,0.00609599999073408,0.02,0.00609599999073408,0
"REF-CS 2009-04-29",NA,NA,0.8524586480384,0.0241389407693468,0.8524586480384,0.0241389407693468,NA,NA,NA,NA,NA
"SA_RB 2010-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SGLT506 2010-07-06",NA,NA,0.28739640768,0.00813815998966562,0.28739640768,0.00813815998966562,0.29,0.0883919998656442,0.0890909090909091,0.0271549090496336,45.4545454545455
"SGLT508 2009-05-26",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"SGUR010 2010-06-18",NA,NA,0.102095690144,0.00289102799632878,0.102095690144,0.00289102799632878,0.88,0.2682239995923,0.419,0.127711199805879,0
"SGUR010 2011-06-27",NA,NA,0.0459403695872,0.00130088639834805,0.0459403695872,0.00130088639834805,0.74,0.225551999657161,0.143636363636364,0.0437803635698175,54.5454545454545
"SGUR103 2010-07-22",NA,NA,0.506872540736,0.0143530319817736,0.506872540736,0.0143530319817736,1.76,0.536447999184599,0.555,0.169163999742871,0
"SGUR103 2011-08-03",NA,NA,0.3169756334592,0.008975750388602,0.3169756334592,0.008975750388602,1.41,0.429767999346753,0.852727272727273,0.259911272332208,18.1818181818182
"SGUT 503 2009-05-08",NA,NA,4.753773389056,0.134611871829061,4.753773389056,0.134611871829061,4.27,1.30149599802173,1.08571428571429,0.330925713782707,0
"SGUT 503 2010-05-27",NA,NA,14.458515005696,0.409419551480092,14.458515005696,0.409419551480092,4.25,1.29539999803099,2.225,0.678179998969166,0
"SGUT501 2010-07-07",NA,NA,0,0,0,0,1.62,0.49377599924946,0.864615384615385,0.263534768830196,15.3846153846154
"SGUT502 2009-05-13",NA,NA,6.717003006912,0.190204343758466,6.717003006912,0.190204343758466,2.43,0.740663998874191,0.891,0.271576799587203,0
"SGUT502 2010-05-27",NA,NA,20.814281179584,0.589394807251547,20.814281179584,0.589394807251547,3.41,1.03936799842016,1.5703125,0.47863124927248,0
"SGUT502 2011-06-28",NA,NA,12.786664442368,0.362078015540209,12.786664442368,0.362078015540209,3.27,0.996695998485022,1.11846153846154,0.340907076404898,38.4615384615385
"SGUT503 2011-07-27",NA,NA,9.466213362176,0.268053311659608,9.466213362176,0.268053311659608,1.71,0.521207999207764,0.783333333333333,0.238759999637085,20
"SGUT504 2010-07-07",NA,NA,44.61425582592,1.26333503839573,44.61425582592,1.26333503839573,1.32,0.402335999388449,0.48,0.146303999777618,28.5714285714286
"SGUT505 2010-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site 19 2010-07-10",NA,NA,5.5776861467136,0.157942482999434,5.5776861467136,0.157942482999434,1.41,0.429767999346753,0.72525,0.221056199663995,16.6666666666667
"Site 6 2010-07-08",NA,NA,0,0,0,0,0.92,0.280415999573768,0.478181818181818,0.145749817960278,0
"Site 7 2010-07-06",NA,NA,1.42944730112,0.0404774399485991,1.42944730112,0.0404774399485991,0.56,0.170687999740554,0.226363636363636,0.068995636258763,27.2727272727273
"SJC_C1Alt 2010-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJC_R2 2010-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC00080 2011-06-13",NA,NA,0.380719510848,0.0107807759863099,0.380719510848,0.0107807759863099,1.7,0.518159999212397,0.4675,0.142493999783409,62.5
"SMC00105 2009-05-12",NA,NA,0.0903199721664,0.00255757679675222,0.0903199721664,0.00255757679675222,0.13,0.0396239999397715,0.0490909090909091,0.0149629090681655,0
"SMC00135 2010-06-07",NA,NA,0.0746531005792,0.00211394039731558,0.0746531005792,0.00211394039731558,1.9,0.579119999119738,1.04666666666667,0.319023999515083,13.3333333333333
"SMC00153 2009-06-08",NA,NA,0.950668566528,0.0269199359658153,0.950668566528,0.0269199359658153,0.56,0.170687999740554,0.240833333333333,0.0734059998884229,16.6666666666667
"SMC00180 2010-06-18",NA,NA,0,0,0,0,9,2.74319999583034,9,2.74319999583034,0
"SMC00191 2010-07-12",NA,NA,1.974962280192,0.0559247039289831,1.974962280192,0.0559247039289831,0.37,0.11277599982858,0.196363636363636,0.0598516362726619,0
"SMC00198 2009-05-20",NA,NA,1.1162605641216,0.0316089791598608,1.1162605641216,0.0316089791598608,0.72,0.219455999666427,0.322142857142857,0.0981891427078954,14.2857142857143
"SMC00206 2009-05-18",NA,NA,2.885427641376,0.081706211896244,2.885427641376,0.081706211896244,0.3,0.0914399998610112,0.098,0.029870399954597,0
"SMC00271 2009-06-04",NA,NA,0.40843873291008,0.0115656969453131,0.40843873291008,0.0115656969453131,0.24,0.073151999888809,0.0879310344827586,0.0268013792696067,0
"SMC00282 2009-06-09",NA,NA,0.592876184832,0.016788383978681,0.592876184832,0.016788383978681,0.92,0.280415999573768,0.498,0.151790399769279,33.3333333333333
"SMC00288 2009-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC00318 2010-06-15",NA,NA,133.9057363536,3.79178819518493,133.9057363536,3.79178819518493,2.35,0.716279998911254,1.0425,0.317753999517014,0
"SMC00324 2010-06-21",NA,NA,35.9984828785824,1.01936351750554,35.9984828785824,1.01936351750554,1,0.304799999536704,0.524375,0.159829499757059,0
"SMC00345 2011-07-19",NA,NA,0.070934169536,0.00200863199744931,0.070934169536,0.00200863199744931,0.49,0.149351999772985,0.208571428571429,0.0635725713319411,28.5714285714286
"SMC00375 2010-06-08",NA,NA,0.06059704818336,0.00171591731782101,0.06059704818336,0.00171591731782101,0.56,0.170687999740554,0.238823529411765,0.0727934116540599,17.6470588235294
"SMC00428 2010-07-22",NA,NA,0.524632992896,0.0148559519811349,0.524632992896,0.0148559519811349,1.65,0.502919999235562,0.554545454545455,0.169025454288536,0
"SMC00428 2011-08-03",NA,NA,0.629204382432,0.0178170839773747,0.629204382432,0.0178170839773747,0.84,0.256031999610831,0.220909090909091,0.0673330908067446,63.6363636363636
"SMC00436 2009-05-26",NA,NA,59.404191632832,1.68213938186391,59.404191632832,1.68213938186391,1.74,0.530351999193865,1.02789473684211,0.313302315313254,0
"SMC00440 2009-05-20",NA,NA,0,0,0,0,0.43,0.131063999800783,0.175714285714286,0.0535577142043066,0
"SMC00446 2010-07-01",NA,NA,0.113505435168,0.0032141159959185,0.113505435168,0.0032141159959185,0.38,0.115823999823948,0.132857142857143,0.040494857081305,0
"SMC00457 2009-06-04",NA,NA,0.24732882760704,0.0070035724711064,0.24732882760704,0.0070035724711064,0.558,0.170078399741481,0.202466666666667,0.061711839906198,33.3333333333333
"SMC00464 2009-05-08",NA,NA,41.45935368768,1.17399815850918,41.45935368768,1.17399815850918,1.21,0.368807999439412,0.436,0.132892799798003,0
"SMC00480 2009-05-13",NA,NA,4.851617334592,0.137382503825543,4.851617334592,0.137382503825543,1.51,0.460247999300423,0.815833333333333,0.248665999622028,0
"SMC00520 2009-05-19",NA,NA,104.363269328416,2.95523868824724,104.363269328416,2.95523868824724,98,29.870399954597,9.42545454545455,2.87287854108777,0
"SMC00520 2011-08-05",NA,NA,74.378620864,2.10616799732545,74.378620864,2.10616799732545,4.18,1.27406399806342,2.27066666666667,0.692099198948009,13.3333333333333
"SMC00544 2011-06-22",NA,NA,0.21177993712,0.00599693999238469,0.21177993712,0.00599693999238469,1.45,0.441959999328221,0.53375,0.162686999752716,50
"SMC00632 2011-06-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC00665 2011-07-27",NA,NA,5.060760113664,0.143304767818022,5.060760113664,0.143304767818022,1.69,0.51511199921703,0.916428571428571,0.279327428146851,14.2857142857143
"SMC00684 2011-06-27",NA,NA,195.85796085632,5.54607983295722,195.85796085632,5.54607983295722,4.5,1.37159999791517,2.91571428571429,0.888709712934875,14.2857142857143
"SMC00686 2011-06-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC00693 2010-05-31",NA,NA,0.434539062848,0.0123047759843746,0.434539062848,0.0123047759843746,1.17,0.356615999457944,0.526666666666667,0.160527999755997,8.33333333333333
"SMC00702 2011-07-19",NA,NA,0.879626757888,0.0249082559683698,0.879626757888,0.0249082559683698,1.72,0.524255999203131,1.11733333333333,0.340563199482344,13.3333333333333
"SMC00710 2009-05-20",NA,NA,0,0,0,0,0.58,0.176783999731288,0.210526315789474,0.0641684209550956,31.5789473684211
"SMC00729 2009-06-03",NA,NA,3.06340889984,0.086746079889844,3.06340889984,0.086746079889844,1.214,0.370027199437559,0.707818181818182,0.215742981490252,18.1818181818182
"SMC00766 2011-07-11",NA,NA,0.54250108416,0.0153619199804924,0.54250108416,0.0153619199804924,0.42,0.128015999805416,0.0833333333333333,0.025399999961392,75
"SMC00791 2011-06-22",NA,NA,0.180187860096,0.00510235199352069,0.180187860096,0.00510235199352069,0.41,0.124967999810049,0.09,0.0274319999583034,73.3333333333333
"SMC00827 2009-06-15",NA,NA,2.7702430361856,0.0784445471003859,2.7702430361856,0.0784445471003859,1.02,0.310895999527438,0.255384615384615,0.0778412306509121,0
"SMC00857 2011-07-13",NA,NA,7.02668070912,0.19897343974733,7.02668070912,0.19897343974733,1.04,0.316991999518172,0.315,0.0960119998540618,37.5
"SMC00873 2009-05-19",NA,NA,0.3682656665152,0.0104281223867577,0.3682656665152,0.0104281223867577,1.25,0.38099999942088,0.463333333333333,0.14122399978534,0
"SMC00899 2011-07-12",NA,NA,0.668654114048,0.0189341759759561,0.668654114048,0.0189341759759561,1.91,0.582167999115105,1.09,0.332231999495007,21.4285714285714
"SMC00903 2011-07-06",NA,NA,24.61598669376,0.697047119114843,24.61598669376,0.697047119114843,4.13,1.25882399808659,1.611875,0.491299499253225,37.5
"SMC00911 2009-06-04",NA,NA,0.5424418826528,0.0153602435804945,0.5424418826528,0.0153602435804945,NA,NA,NA,NA,NA
"SMC00921 2010-06-02",NA,NA,5.32921203904,0.150906479808369,5.32921203904,0.150906479808369,1.68,0.512063999221663,0.657,0.200253599695615,20
"SMC00924 2009-06-09",NA,NA,0,0,0,0,1.38,0.420623999360651,0.291875,0.0889634998647755,0
"SMC00924 2011-06-20",NA,NA,10.2606975888,0.290550599631039,10.2606975888,0.290550599631039,3.45,1.05155999840163,1.57384615384615,0.479708306963151,23.0769230769231
"SMC00926 2010-06-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC00958 2011-07-19",NA,NA,0.17329895744,0.00490727999376841,0.17329895744,0.00490727999376841,0.5,0.152399999768352,0.322,0.0981455998508187,20
"SMC00963 2010-06-17",NA,NA,5.45945535488,0.154594559803686,5.45945535488,0.154594559803686,1.71,0.521207999207764,0.378333333333333,0.11531599982472,0
"SMC01004 2009-05-26",NA,NA,2.261067018624,0.0640262879186951,2.261067018624,0.0640262879186951,2.69,0.819911998753734,0.991,0.302056799540874,0
"SMC01013 2010-06-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC01040 2009-06-09",NA,NA,0.696640281088,0.0197266559749498,0.696640281088,0.0197266559749498,0.52,0.158495999759086,0.132666666666667,0.0404367999385361,0
"SMC01046 2009-05-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC01049 2010-06-01",NA,NA,0.163396159872,0.0046268639941245,0.163396159872,0.0046268639941245,0.96,0.292607999555236,0.502307692307692,0.153103384382667,15.3846153846154
"SMC01096 2010-06-07",NA,NA,17.2397479944,0.488175299380083,17.2397479944,0.488175299380083,2.28,0.694943998943685,1.07227272727273,0.326828726775948,0
"SMC01151 2009-06-17",NA,NA,7.46773086136896,0.211462589251471,7.46773086136896,0.211462589251471,1.48,0.451103999314322,0.54,0.16459199974982,0
"SMC01155 2009-05-12",NA,NA,1.88314612448,0.0533247599322847,1.88314612448,0.0533247599322847,1.84,0.560831999147535,0.6,0.182879999722022,0
"SMC01161 2010-05-27",NA,NA,4.157452752896,0.117725951850504,4.157452752896,0.117725951850504,1.4,0.426719999351386,0.929285714285714,0.283246285283751,7.14285714285714
"SMC01172 2009-06-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC01196 2010-07-14",NA,NA,0.695940626912,0.0197068439749749,0.695940626912,0.0197068439749749,1.77,0.539495999179966,0.6005,0.183032399721791,0
"SMC01201 2010-06-02",NA,NA,0.353271539328,0.0100035359872968,0.353271539328,0.0100035359872968,1.9,0.579119999119738,0.795714285714286,0.242533713917063,28.5714285714286
"SMC01208 2010-06-08",NA,NA,9.428324397568,0.26698041566097,9.428324397568,0.26698041566097,1.78,0.542543999175333,1.18,0.359663999453311,0
"SMC01215 2011-07-13",NA,NA,69.74368104576,1.97492111749211,69.74368104576,1.97492111749211,2.49,0.758951998846393,1.31722222222222,0.40148933272307,16.6666666666667
"SMC01258 2009-05-27",NA,NA,0.0421622370368,0.0011939015984839,0.0421622370368,0.0011939015984839,0.15,0.0457199999305056,0.031,0.00944879998563782,60
"SMC01278 2009-06-17",NA,NA,2.6533039136,0.0751331999045908,2.6533039136,0.0751331999045908,0.4,0.121919999814682,0.255,0.0777239998818595,20
"SMC01320 2010-06-07",NA,NA,14.00976758112,0.396712439496228,14.00976758112,0.396712439496228,1.9,0.579119999119738,1.02136363636364,0.311311635890443,0
"SMC01341 2009-06-22",NA,NA,0.67704996416,0.0191719199756542,0.67704996416,0.0191719199756542,2,0.609599999073408,1.1125,0.339089999484583,10
"SMC01367 2011-06-23",NA,NA,13.309467570496,0.37688215152141,13.309467570496,0.37688215152141,18,5.48639999166067,5.26933333333333,1.60609279755874,26.6666666666667
"SMC01372 2010-07-13",NA,NA,37.23451885568,1.0543641586611,37.23451885568,1.0543641586611,2.95,0.899159998633277,1.42375,0.433958999340382,12.5
"SMC01384 2009-06-29",NA,NA,0.44239671744,0.012527279984092,0.44239671744,0.012527279984092,0.62,0.188975999712756,0.22125,0.0674369998974958,37.5
"SMC01424 2009-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMC01504 2011-06-28",NA,NA,7.549376198144,0.213774527728535,7.549376198144,0.213774527728535,2.49,0.758951998846393,1.01416666666667,0.309117999530141,25
"SMC01523 2011-07-07",NA,NA,22.6121340780544,0.640304331986899,22.6121340780544,0.640304331986899,4.27,1.30149599802173,1.858125,0.566356499139138,25
"SMC01544 2010-07-14",NA,NA,8.423621000832,0.238530383697098,8.423621000832,0.238530383697098,2.55,0.777239998818595,1.03,0.313943999522805,0
"SMC01550 2009-06-25",NA,NA,0,0,0,0,0.05,0.0152399999768352,0.0116666666666667,0.00355599999459488,50
"SMC01555 2011-06-23",NA,NA,0.244663683392,0.00692810399120223,0.244663683392,0.00692810399120223,1.69,0.51511199921703,0.429,0.130759199801246,60
"SMC01559 2011-06-21",NA,NA,35.10030452112,0.993929938737842,35.10030452112,0.993929938737842,4.49,1.3685519979198,1.935625,0.589978499103233,31.25
